"Industrial Production, Original and Seasonally Adjusted by Country and Month"

"Indicator","Country","1990M01","1990M02","1990M03","1990M04","1990M05","1990M06","1990M07","1990M08","1990M09","1990M10","1990M11","1990M12","1991M01","1991M02","1991M03","1991M04","1991M05","1991M06","1991M07","1991M08","1991M09","1991M10","1991M11","1991M12","1992M01","1992M02","1992M03","1992M04","1992M05","1992M06","1992M07","1992M08","1992M09","1992M10","1992M11","1992M12","1993M01","1993M02","1993M03","1993M04","1993M05","1993M06","1993M07","1993M08","1993M09","1993M10","1993M11","1993M12","1994M01","1994M02","1994M03","1994M04","1994M05","1994M06","1994M07","1994M08","1994M09","1994M10","1994M11","1994M12","1995M01","1995M02","1995M03","1995M04","1995M05","1995M06","1995M07","1995M08","1995M09","1995M10","1995M11","1995M12","1996M01","1996M02","1996M03","1996M04","1996M05","1996M06","1996M07","1996M08","1996M09","1996M10","1996M11","1996M12","1997M01","1997M02","1997M03","1997M04","1997M05","1997M06","1997M07","1997M08","1997M09","1997M10","1997M11","1997M12","1998M01","1998M02","1998M03","1998M04","1998M05","1998M06","1998M07","1998M08","1998M09","1998M10","1998M11","1998M12","1999M01","1999M02","1999M03","1999M04","1999M05","1999M06","1999M07","1999M08","1999M09","1999M10","1999M11","1999M12","2000M01","2000M02","2000M03","2000M04","2000M05","2000M06","2000M07","2000M08","2000M09","2000M10","2000M11","2000M12","2001M01","2001M02","2001M03","2001M04","2001M05","2001M06","2001M07","2001M08","2001M09","2001M10","2001M11","2001M12","2002M01","2002M02","2002M03","2002M04","2002M05","2002M06","2002M07","2002M08","2002M09","2002M10","2002M11","2002M12","2003M01","2003M02","2003M03","2003M04","2003M05","2003M06","2003M07","2003M08","2003M09","2003M10","2003M11","2003M12","2004M01","2004M02","2004M03","2004M04","2004M05","2004M06","2004M07","2004M08","2004M09","2004M10","2004M11","2004M12","2005M01","2005M02","2005M03","2005M04","2005M05","2005M06","2005M07","2005M08","2005M09","2005M10","2005M11","2005M12","2006M01","2006M02","2006M03","2006M04","2006M05","2006M06","2006M07","2006M08","2006M09","2006M10","2006M11","2006M12","2007M01","2007M02","2007M03","2007M04","2007M05","2007M06","2007M07","2007M08","2007M09","2007M10","2007M11","2007M12","2008M01","2008M02","2008M03","2008M04","2008M05","2008M06","2008M07","2008M08","2008M09","2008M10","2008M11","2008M12","2009M01","2009M02","2009M03","2009M04","2009M05","2009M06","2009M07","2009M08","2009M09","2009M10","2009M11","2009M12","2010M01","2010M02","2010M03","2010M04","2010M05","2010M06","2010M07","2010M08","2010M09","2010M10","2010M11","2010M12","2011M01","2011M02","2011M03","2011M04","2011M05","2011M06","2011M07","2011M08","2011M09","2011M10","2011M11","2011M12","2012M01","2012M02","2012M03","2012M04","2012M05","2012M06","2012M07","2012M08","2012M09","2012M10","2012M11","2012M12","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12","2024M01","2024M02","2024M03","2024M04","2024M05","2024M06","2024M07","2024M08","2024M09","2024M10","2024M11","2024M12","2025M01","2025M02","2025M03","2025M04","2025M05","2025M06","2025M07","2025M08","2025M09","2025M10","2025M11","2025M12","2026M01","2026M02"
"Industrial Production index, original, 2021=100","Ukraine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.7,71.7,76.9,73.9,74.7,75.8,79.4,82.8,82.6,94.1,89.2,88.7,79.6,79.8,89.6,88.2,89.0,87.7,89.0,91.8,93.4,105.1,96.4,90.3,82.2,84.3,93.1,93.8,91.7,94.6,96.2,96.6,99.7,110.2,105.4,103.1,92.6,92.9,103.9,106.8,104.1,110.8,117.5,115.4,119.1,130.1,120.3,122.1,107.5,110.6,124.3,121.8,118.4,123.9,129.2,126.7,130.7,139.1,133.1,127.4,117.3,116.7,132.7,127.8,122.3,122.4,125.7,127.3,131.3,141.4,135.8,134.2,114.0,116.2,131.9,124.6,126.9,130.1,134.1,133.2,132.8,143.8,145.4,147.0,127.3,125.4,141.1,136.0,133.9,139.1,141.6,145.6,139.7,163.6,151.4,147.4,133.6,134.4,144.3,140.0,140.4,140.2,145.8,140.9,137.6,129.0,110.0,111.6,92.4,97.0,105.9,100.0,99.2,103.0,108.7,107.5,110.7,118.5,115.4,117.4,104.7,105.1,120.7,117.7,114.3,116.5,118.1,118.8,123.3,131.1,128.7,131.7,114.6,115.9,131.2,124.2,124.6,125.6,128.9,131.1,133.4,140.9,136.7,136.1,117.4,119.4,131.4,125.6,128.1,125.4,130.9,127.8,128.0,137.0,133.4,128.6,113.6,112.7,125.3,123.1,116.7,118.5,125.1,122.2,122.0,131.1,128.3,128.4,111.8,107.8,116.5,111.0,110.5,108.6,107.8,97.0,102.1,111.0,110.3,109.2,93.3,90.0,96.4,92.5,92.5,92.7,93.5,89.8,95.4,103.2,100.8,103.6,93.4,97.4,99.4,96.4,93.5,91.0,94.9,94.5,100.2,108.4,109.6,110.5,97.4,94.1,100.2,93.5,96.8,96.5,95.8,97.3,101.0,109.8,110.2,109.9,101.2,99.0,104.5,98.7,100.2,98.7,99.8,98.1,102.6,112.8,112.3,111.1,100.1,97.3,107.1,103.0,103.4,99.2,101.5,99.3,102.8,109.6,105.7,103.6,95.2,96.3,99.9,87.5,90.6,94.5,98.6,95.1,99.4,105.0,106.2,109.1,92.0,92.2,102.6,99.5,96.6,96.8,100.1,96.9,99.6,107.5,107.5,108.8,95.0,83.6,47.7,53.2,57.3,57.7,58.1,58.9,60.3,63.3,63.3,60.9,58.0,60.5,68.7,63.5,67.7,66.0,66.7,68.0,67.9,74.3,74.4,75.4,69.0,68.6,73.0,71.8,71.0,66.6,66.6,66.2,70.4,76.4,75.0,73.8,67.0,62.9,69.0,67.7,70.2,68.3,68.9,66.8,70.8,73.8,71.0,71.2,..,..
