date,UKR_IP_YOY,UKR_CPI_YOY,EA_IP_YOY,EA_HICP_YOY,dlog_uah_usd,dlog_uah_eur,dlog_oil,dlog_wheat,NBU_POLICY_RATE,ECB_REFI_RATE,CRISIS_0809,CRISIS_1415,WAR_2022PLUS,POST_2016_IT
2016-08-01,5.23385300668151,8.407648029507797,2.901554404145079,0.3909090909090909,0.009944760650670847,0.02245610478409743,0.01685370030036548,-0.01709443335929972,15.5,0.0,0,0,0,1
2016-09-01,5.031446540880502,7.877796377359658,1.6460905349794164,0.43636363636363645,0.047170669253301156,0.0472185538984351,0.0037070030587029734,0.009804000096620413,15.25,0.0,0,0,0,1
2016-10-01,5.03875968992249,12.359042224848782,1.5368852459016313,0.6454545454545454,-0.019918497438331073,-0.03515944598220644,0.09016385601844279,0.007290433262679308,14.870967741935484,0.0,0,0,0,1
2016-11-01,8.73015873015872,12.138730377349049,2.466598150051391,0.5818181818181818,-0.0021895285280142396,-0.02383248398442106,-0.08536520519486235,-0.007290433262679308,14.0,0.0,0,0,0,1
2016-12-01,6.660231660231664,12.361448809081654,2.3686920700308978,0.9909090909090911,0.019404621808257083,-0.005594378679098622,0.15067263540675535,-0.06031979023352285,14.0,0.0,0,0,0,1
2017-01-01,4.282655246252687,12.584167240814171,-0.20202020202020332,1.6272727272727274,0.0354674806819566,0.041484215523541756,0.018266207894612307,0.07724885233397139,14.0,0.0,0,0,0,1
2017-02-01,-3.3880903490759895,14.166675615685076,1.624365482233503,1.8363636363636366,-0.00453468839617166,0.00035354233079631925,0.014143459059834829,0.01191909223720966,14.0,0.0,0,0,0,1
2017-03-01,0.8048289738430636,15.070966115611274,2.3493360572012234,1.4727272727272727,-0.0009701638882466668,0.0002527748646983241,-0.06557753326967886,-0.004750602758597289,14.0,0.0,0,0,0,1
2017-04-01,-3.0082987551867224,12.180294503045207,1.7171717171717171,1.8272727272727267,-0.0053746749229603985,-0.0017538159642058737,0.02445141220999192,0.07342746855481685,13.433333333333334,0.0,0,0,0,1
2017-05-01,3.52941176470587,13.525113218366446,3.893442622950838,1.3272727272727272,-0.016258986995487668,0.013659194926461726,-0.04449242820924937,0.08276194796228964,12.903225806451612,0.0,0,0,0,1
2017-06-01,6.043956043956045,15.57266035056144,3.4658511722732044,1.090909090909091,-0.011986419688515326,0.003344080135958105,-0.07762935633830192,0.04966263768704238,12.5,0.0,0,0,0,1
2017-07-01,0.9483667017913477,15.919725396659201,3.665987780040725,1.1818181818181819,-0.005358992673083041,0.01961094946352704,0.03176449241367729,0.06562804367135122,12.5,0.0,0,0,0,1
2017-08-01,2.9629629629629672,16.152262458638454,3.8267875125881146,1.3636363636363638,-0.012946464410948266,0.013086261172000402,0.04686650001384374,-0.1675491750272684,12.5,0.0,0,0,0,1
2017-09-01,0.7984031936127733,16.38045943792854,3.4412955465587203,1.4181818181818182,0.018295840888936876,0.027777712490958173,0.05845904266053914,0.042022989774848085,12.5,0.0,0,0,0,1
2017-10-01,1.291512915129145,14.569090419439368,3.229061553985879,1.309090909090909,0.020710857115935344,0.009586791839168551,0.03652950885235429,-0.016597891409038112,12.661290322580646,0.0,0,0,0,1
2017-11-01,0.5474452554744547,13.556200622018032,4.212637913741224,1.4636363636363634,0.0018852066781849253,-0.0020992721212489407,0.08735525246958442,0.022751756983415916,13.5,0.0,0,0,0,1
2017-12-01,-0.5429864253393646,13.668743932842586,5.231388329979869,1.2818181818181817,0.029925015428815538,0.03943157092908711,0.02069646748922338,0.02424361160999311,14.048387096774194,0.0,0,0,0,1
2018-01-01,3.901437371663241,14.118471900925055,3.9473684210526327,1.1363636363636362,0.032811056053236864,0.06030327061104046,0.07915390071251238,0.042975362980057774,14.790322580645162,0.0,0,0,0,1
2018-02-01,5.207226354941552,14.00548331488456,1.6983016983016963,1.0272727272727271,-0.04544512327641881,-0.02961853283225402,-0.04267341541604086,0.0,16.0,0.0,0,0,0,1
2018-03-01,4.291417165668654,13.221555630008153,2.594810379241519,1.1363636363636365,-0.03101761252762314,-0.03311528057392099,0.011074078904731444,0.0,16.967741935483872,0.0,0,0,0,1
2018-04-01,5.561497326203213,13.109343979235067,1.8867924528301883,0.990909090909091,-0.007218378314078677,-0.01099077410240934,0.06962297595962941,0.106888983666515,17.0,0.0,0,0,0,1
2018-05-01,3.512396694214881,11.657792674467004,1.6765285996055201,1.6454545454545453,0.0011264797439469731,-0.03559284210853164,0.06522573044410862,0.0,17.0,0.0,0,0,0,1
2018-06-01,2.2797927461139844,9.899402238648625,1.9704433497536922,1.781818181818182,0.0007997147614773326,-0.011976062900370454,-0.01999057904484225,0.025446665661164936,17.0,0.0,0,0,0,1
2018-07-01,4.175365344467652,8.912281859259586,0.8840864440078589,1.936363636363636,0.007547760972387074,0.00578186196024566,0.00954078170234851,-0.005037794029957965,17.306451612903224,0.0,0,0,0,1
2018-08-01,0.8221993833504637,9.021303162422,0.38797284190106307,1.8,0.040148840484853565,0.029447896668313156,-0.022029876417392735,0.08081940674170873,17.5,0.0,0,0,0,1
2018-09-01,1.5841584158415856,8.914419531870577,0.8806262230919737,1.863636363636364,0.025473413470928907,0.03556496634912598,0.058467963716438476,-0.1081248574319762,17.9,0.0,0,0,0,1
